Like-Love,embrace,Dal_Activ,2.4444
Like-Love,embrace,Dal_Imag,2.8
Trust,embrace,Dal_Pleas,2.25
Trust,embrace,afinn,1
Trust,embrace,Dal_Activ,2.4444
Trust,embrace,Dal_Imag,2.8
Surprise,embrace,Dal_Pleas,2.25
Surprise,embrace,afinn,1
Surprise,embrace,Dal_Activ,2.4444
Surprise,embrace,Dal_Imag,2.8
Neg,forgetful,afinn,-2
Neg,freaks,Dal_Pleas,1.5556
Neg,freaks,Dal_Activ,2.0909
Neg,freaks,Dal_Imag,1.8
Joy,gratification,afinn,2
Joy,gratification,afinn,2
Pos,gratification,afinn,2
Pos,gratification,afinn,2
Neg,handicapped,anewAro,4.55
Neg,handicapped,Dal_Pleas,1.25
Neg,handicapped,anewDom,3.40
Neg,handicapped,Dal_Activ,1.8571
Neg,handicapped,anewPleas,3.23
Neg,handicapped,Dal_Imag,2.6
Hope,hope,anewAro,5.44
Hope,hope,Dal_Pleas,3
Hope,hope,anewDom,5.52
Hope,hope,afinn,2
Hope,hope,Dal_Activ,1.7273
Hope,hope,anewPleas,7.05
Hope,hope,Dal_Imag,1.6
Anticipation,hope,anewAro,5.44
Anticipation,hope,Dal_Pleas,3
Anticipation,hope,anewDom,5.52
Anticipation,hope,afinn,2
Anticipation,hope,Dal_Activ,1.7273
Anticipation,hope,anewPleas,7.05
Anticipation,hope,Dal_Imag,1.6
Surprise,hope,anewAro,5.44
Surprise,hope,Dal_Pleas,3
Surprise,hope,anewDom,5.52
Surprise,hope,afinn,2
Surprise,hope,Dal_Activ,1.7273
Surprise,hope,anewPleas,7.05
Surprise,hope,Dal_Imag,1.6
Joy,hope,anewAro,5.44
Joy,hope,Dal_Pleas,3
Joy,hope,anewDom,5.52
Joy,hope,afinn,2
Joy,hope,Dal_Activ,1.7273
Joy,hope,anewPleas,7.05
Joy,hope,Dal_Imag,1.6
Joy,hope,anewAro,5.44
Joy,hope,Dal_Pleas,3
Joy,hope,anewDom,5.52
Joy,hope,afinn,2
Joy,hope,Dal_Activ,1.7273
Joy,hope,anewPleas,7.05
Joy,hope,Dal_Imag,1.6
Trust,hope,anewAro,5.44
Trust,hope,Dal_Pleas,3
Trust,hope,anewDom,5.52
Trust,hope,afinn,2
Trust,hope,Dal_Activ,1.7273
Trust,hope,anewPleas,7.05
Trust,hope,Dal_Imag,1.6
Pos,hope,anewAro,5.44
Pos,hope,Dal_Pleas,3
Pos,hope,anewDom,5.52
Pos,hope,afinn,2
Pos,hope,Dal_Activ,1.7273
Pos,hope,anewPleas,7.05
Pos,hope,Dal_Imag,1.6
Pos,hope,anewAro,5.44
Pos,hope,Dal_Pleas,3
Pos,hope,anewDom,5.52
Pos,hope,afinn,2
Pos,hope,Dal_Activ,1.7273
Pos,hope,anewPleas,7.05
Pos,hope,Dal_Imag,1.6
Joy,imitation,Dal_Pleas,1.875
Joy,imitation,Dal_Activ,1.7
Joy,imitation,Dal_Imag,2.4
Joy,interaction,Dal_Pleas,2.1429
Joy,interaction,Dal_Activ,1.6667
Joy,interaction,Dal_Imag,2
Trust,lieutenant,Dal_Pleas,1.5714
Trust,lieutenant,Dal_Activ,1.6364
Trust,lieutenant,Dal_Imag,2.8
Joy,marrow,anewAro,4.26
Joy,marrow,anewDom,4.41
Joy,marrow,anewPleas,4.46
Trust,marrow,anewAro,4.26
Trust,marrow,anewDom,4.41
Trust,marrow,anewPleas,4.46
Joy,nourish,anewAro,4.29
Joy,nourish,anewDom,5.80
Joy,nourish,anewPleas,6.46
Pos,nourish,anewAro,4.29
Pos,nourish,anewDom,5.80
Pos,nourish,anewPleas,6.46
Pos,nourish,anewAro,4.29
Pos,nourish,anewDom,5.80
Pos,nourish,anewPleas,6.46
Pos,outfit,Dal_Pleas,2.1
Pos,outfit,Dal_Activ,1.6
Pos,outfit,Dal_Imag,2.6
Joy,pant,anewAro,5.14
Joy,pant,Dal_Pleas,1.7
Joy,pant,anewDom,4.86
Joy,pant,Dal_Activ,2.2
Joy,pant,anewPleas,4.61
Joy,pant,Dal_Imag,2.4
Joy,pitcher,Dal_Pleas,1.8571
Joy,pitcher,Dal_Activ,2.2857
Joy,pitcher,Dal_Imag,3
Joy,poetry,anewAro,4.00
Joy,poetry,Dal_Pleas,2.5385
Joy,poetry,anewDom,5.31
Joy,poetry,Dal_Activ,1.9231
Joy,poetry,anewPleas,5.86
Joy,poetry,Dal_Imag,2.4
Pos,recognize,Dal_Pleas,2.375
Pos,recognize,Dal_Activ,2.2222
Pos,recognize,Dal_Imag,1.8
Joy,recognize,Dal_Pleas,2.375
Joy,recognize,Dal_Activ,2.2222
Joy,recognize,Dal_Imag,1.8
Joy,requirement,Dal_Pleas,1.8889
Joy,requirement,Dal_Activ,2
Joy,requirement,Dal_Imag,1.6
Joy,some,Dal_Pleas,2
Joy,some,Dal_Activ,2
Joy,some,Dal_Imag,1
Neg,squealing,Dal_Pleas,1.5
Neg,squealing,Dal_Activ,2.6667
Neg,squealing,Dal_Imag,1.6
Pos,still,Dal_Pleas,2
Pos,still,Dal_Activ,1.375
Pos,still,Dal_Imag,2.2
Neg,thwart,afinn,-2
Surprise,thwart,afinn,-2
Neg,tortured,afinn,-4
Joy,trail,Dal_Pleas,2.125
Joy,trail,Dal_Activ,1.5714
Joy,trail,Dal_Imag,2.6
Neg,trail,Dal_Pleas,2.125
Neg,trail,Dal_Activ,1.5714
Neg,trail,Dal_Imag,2.6
Trust,transaction,Dal_Pleas,1.875
Trust,transaction,Dal_Activ,1.7143
Trust,transaction,Dal_Imag,1.6
Joy,transaction,Dal_Pleas,1.875
Joy,transaction,Dal_Activ,1.7143
Joy,transaction,Dal_Imag,1.6
Joy,travel,anewAro,6.21
Joy,travel,Dal_Pleas,2.5714
Joy,travel,anewDom,6.31
Joy,travel,Dal_Activ,3
Joy,travel,anewPleas,7.10
Joy,travel,Dal_Imag,1.6
Anger,viewpoint,Dal_Pleas,2
Anger,viewpoint,Dal_Activ,1.8
Anger,viewpoint,Dal_Imag,1.2
Anticipation,voyage,anewAro,5.55
Anticipation,voyage,Dal_Pleas,2.6667
Anticipation,voyage,anewDom,5.18
Anticipation,voyage,Dal_Activ,2.375
Anticipation,voyage,anewPleas,6.25
Anticipation,voyage,Dal_Imag,2.4
Disgust-Hate,absurd,anewAro,4.36
Disgust-Hate,absurd,Dal_Pleas,1
Disgust-Hate,absurd,anewDom,4.73
Disgust-Hate,absurd,Dal_Activ,1.5
Disgust-Hate,absurd,anewPleas,4.26
Disgust-Hate,absurd,Dal_Imag,2.2
Neg,absurd,anewAro,4.36
Neg,absurd,Dal_Pleas,1
Neg,absurd,anewDom,4.73
Neg,absurd,Dal_Activ,1.5
Neg,absurd,anewPleas,4.26
Neg,absurd,Dal_Imag,2.2
Neg,absurd,anewAro,4.36
Neg,absurd,Dal_Pleas,1
Neg,absurd,anewDom,4.73
Neg,absurd,Dal_Activ,1.5
Neg,absurd,anewPleas,4.26
Neg,absurd,Dal_Imag,2.2
Joy,bone,anewAro,4.62
Joy,bone,Dal_Pleas,1.2857
Joy,bone,anewDom,4.88
Joy,bone,Dal_Activ,1.75
Joy,bone,anewPleas,5.00
Joy,bone,Dal_Imag,3
Joy,column,anewAro,3.62
Joy,column,Dal_Pleas,1.6667
Joy,column,anewDom,4.81
Joy,column,Dal_Activ,1.4
Joy,column,anewPleas,5.17
Joy,column,Dal_Imag,2
Neg,condemns,afinn,-2
Sadness,defeated,anewAro,5.09
Sadness,defeated,Dal_Pleas,1.5
Sadness,defeated,anewDom,3.11
Sadness,defeated,afinn,-2
Sadness,defeated,Dal_Activ,2.3333
Sadness,defeated,anewPleas,2.34
Sadness,defeated,Dal_Imag,2.4
Sadness,defeated,anewAro,5.09
Sadness,defeated,Dal_Pleas,1.5
Sadness,defeated,anewDom,3.11
Sadness,defeated,afinn,-2
Sadness,defeated,Dal_Activ,2.3333
Sadness,defeated,anewPleas,2.34
Sadness,defeated,Dal_Imag,2.4
Pos,defeated,anewAro,5.09
Pos,defeated,Dal_Pleas,1.5
Pos,defeated,anewDom,3.11
Pos,defeated,afinn,-2
Pos,defeated,Dal_Activ,2.3333
Pos,defeated,anewPleas,2.34
Pos,defeated,Dal_Imag,2.4
Neg,delirious,Dal_Pleas,1.7778
Neg,delirious,Dal_Activ,2.5
Neg,delirious,Dal_Imag,2.4
Sadness,delirious,Dal_Pleas,1.7778
Sadness,delirious,Dal_Activ,2.5
Sadness,delirious,Dal_Imag,2.4
Neg,detain,anewAro,5.52
Neg,detain,anewDom,3.58
Neg,detain,afinn,-2
Neg,detain,anewPleas,3.03
Neg,detain,anewAro,5.52
Neg,detain,anewDom,3.58
Neg,detain,afinn,-2
Neg,detain,anewPleas,3.03
Joy,dough,anewAro,4.59
Joy,dough,Dal_Pleas,2.1111
Joy,dough,anewDom,5.69
Joy,dough,Dal_Activ,1.6667
Joy,dough,anewPleas,6.09
Joy,dough,Dal_Imag,2.6
Disgust-Hate,drain,Dal_Pleas,1.2727
Disgust-Hate,drain,Dal_Activ,2.4545
Disgust-Hate,drain,Dal_Imag,2.6
Neg,drain,Dal_Pleas,1.2727
Neg,drain,Dal_Activ,2.4545
Neg,drain,Dal_Imag,2.6
Neg,drain,Dal_Pleas,1.2727
Neg,drain,Dal_Activ,2.4545
Neg,drain,Dal_Imag,2.6
Sadness,excluded,afinn,-2
Disgust-Hate,excluded,afinn,-2
Pos,fawn,anewAro,3.72
Pos,fawn,anewDom,4.84
Pos,fawn,anewPleas,6.06
Fear,fawn,anewAro,3.72
Fear,fawn,anewDom,4.84
Fear,fawn,anewPleas,6.06
Neg,flees,afinn,-1
Anger,hardy,Dal_Pleas,1.5714
Anger,hardy,afinn,2
Anger,hardy,Dal_Activ,1.8571
Anger,hardy,Dal_Imag,1
Joy,hardy,Dal_Pleas,1.5714
Joy,hardy,afinn,2
Joy,hardy,Dal_Activ,1.8571
Joy,hardy,Dal_Imag,1
Pos,hardy,Dal_Pleas,1.5714
Pos,hardy,afinn,2
Pos,hardy,Dal_Activ,1.8571
Pos,hardy,Dal_Imag,1
Pos,hardy,Dal_Pleas,1.5714
Pos,hardy,afinn,2
Pos,hardy,Dal_Activ,1.8571
Pos,hardy,Dal_Imag,1
Trust,hardy,Dal_Pleas,1.5714
Trust,hardy,afinn,2
Trust,hardy,Dal_Activ,1.8571
Trust,hardy,Dal_Imag,1
Fear,highest,Dal_Pleas,2
Fear,highest,Dal_Activ,1.5
Fear,highest,Dal_Imag,1.8
Surprise,highest,Dal_Pleas,2
Surprise,highest,Dal_Activ,1.5
Surprise,highest,Dal_Imag,1.8
Anticipation,highest,Dal_Pleas,2
Anticipation,highest,Dal_Activ,1.5
Anticipation,highest,Dal_Imag,1.8
Joy,highest,Dal_Pleas,2
Joy,highest,Dal_Activ,1.5
Joy,highest,Dal_Imag,1.8
Anticipation,hurry,Dal_Pleas,1.75
Anticipation,hurry,Dal_Activ,2.3333
Anticipation,hurry,Dal_Imag,1.8
Joy,import,Dal_Pleas,2
Joy,import,Dal_Activ,1.5455
Joy,import,Dal_Imag,1.4
Joy,include,Dal_Pleas,1.7143
Joy,include,Dal_Activ,1.3333
Joy,include,Dal_Imag,1.2
Pos,include,Dal_Pleas,1.7143
Pos,include,Dal_Activ,1.3333
Pos,include,Dal_Imag,1.2
Fear,indictment,Dal_Pleas,1.8
Fear,indictment,Dal_Activ,1.8333
Fear,indictment,Dal_Imag,1.4
Neg,indictment,Dal_Pleas,1.8
Neg,indictment,Dal_Activ,1.8333
Neg,indictment,Dal_Imag,1.4
Joy,laughing,Dal_Pleas,2.8571
Joy,laughing,afinn,1
Joy,laughing,Dal_Activ,2.7273
Joy,laughing,Dal_Imag,2.8
Anticipation,launch,Dal_Pleas,1.75
Anticipation,launch,Dal_Activ,2.3333
Anticipation,launch,Dal_Imag,2.6
Joy,launch,Dal_Pleas,1.75
Joy,launch,Dal_Activ,2.3333
Joy,launch,Dal_Imag,2.6
Neg,launch,Dal_Pleas,1.75
Neg,launch,Dal_Activ,2.3333
Neg,launch,Dal_Imag,2.6
Pos,malt,anewAro,4.83
Pos,malt,anewDom,5.38
Pos,malt,anewPleas,6.17
Joy,often,Dal_Pleas,1.5
Joy,often,Dal_Activ,1.8333
Joy,often,Dal_Imag,1
Fear,operation,Dal_Pleas,1.5833
Fear,operation,Dal_Activ,2.4167
Fear,operation,Dal_Imag,2.6
Trust,operation,Dal_Pleas,1.5833
Trust,operation,Dal_Activ,2.4167
Trust,operation,Dal_Imag,2.6
Sadness,pensive,Dal_Pleas,1.625
Sadness,pensive,afinn,-1
Sadness,pensive,Dal_Activ,1.5
Sadness,pensive,Dal_Imag,1.2
Joy,photograph,Dal_Pleas,2.25
Joy,photograph,Dal_Activ,1.875
Joy,photograph,Dal_Imag,2.6
Joy,pleasing,Dal_Pleas,2.625
Joy,pleasing,Dal_Activ,2.5
Joy,pleasing,Dal_Imag,1.8
Pos,pleasing,Dal_Pleas,2.625
Pos,pleasing,Dal_Activ,2.5
Pos,pleasing,Dal_Imag,1.8
Pos,pleasing,Dal_Pleas,2.625
Pos,pleasing,Dal_Activ,2.5
Pos,pleasing,Dal_Imag,1.8
Pos,pluses,Dal_Pleas,1.75
Pos,pluses,Dal_Activ,1.625
Pos,pluses,Dal_Imag,1.8
Pos,positive,anewAro,5.57
Pos,positive,Dal_Pleas,2.5
Pos,positive,anewDom,6.19
Pos,positive,afinn,2
Pos,positive,Dal_Activ,1.875
Pos,positive,anewPleas,8.07
Pos,positive,Dal_Imag,2.2
Pos,positive,anewAro,5.57
Pos,positive,Dal_Pleas,2.5
Pos,positive,anewDom,6.19
Pos,positive,afinn,2
Pos,positive,Dal_Activ,1.875
Pos,positive,anewPleas,8.07
Pos,positive,Dal_Imag,2.2
Like-Love,positive,anewAro,5.57
Like-Love,positive,Dal_Pleas,2.5
Like-Love,positive,anewDom,6.19
Like-Love,positive,afinn,2
Like-Love,positive,Dal_Activ,1.875
Like-Love,positive,anewPleas,8.07
Like-Love,positive,Dal_Imag,2.2
Joy,positive,anewAro,5.57
Joy,positive,Dal_Pleas,2.5
Joy,positive,anewDom,6.19
Joy,positive,afinn,2
Joy,positive,Dal_Activ,1.875
Joy,positive,anewPleas,8.07
Joy,positive,Dal_Imag,2.2
Pos,productive,Dal_Pleas,2.25
Pos,productive,Dal_Activ,2.25
Pos,productive,Dal_Imag,1.2
Pos,productive,Dal_Pleas,2.25
Pos,productive,Dal_Activ,2.25
Pos,productive,Dal_Imag,1.2
Disgust-Hate,pus,anewAro,4.82
Disgust-Hate,pus,anewDom,4.35
Disgust-Hate,pus,anewPleas,2.86
Neg,pus,anewAro,4.82
Neg,pus,anewDom,4.35
Neg,pus,anewPleas,2.86
Joy,rhythmic,Dal_Pleas,2.6667
Joy,rhythmic,Dal_Activ,2.0833
Joy,rhythmic,Dal_Imag,1.8
Neg,sceptical,Dal_Pleas,1.3
Neg,sceptical,afinn,-2
Neg,sceptical,Dal_Activ,1.5556
Neg,sceptical,Dal_Imag,1.6
Trust,sceptical,Dal_Pleas,1.3
Trust,sceptical,afinn,-2
Trust,sceptical,Dal_Activ,1.5556
Trust,sceptical,Dal_Imag,1.6
Anger,scorn,anewAro,5.48
Anger,scorn,anewDom,3.93
Anger,scorn,afinn,-2
Anger,scorn,anewPleas,2.84
Neg,scorn,anewAro,5.48
Neg,scorn,anewDom,3.93
Neg,scorn,afinn,-2
Neg,scorn,anewPleas,2.84
Neg,scorn,anewAro,5.48
Neg,scorn,anewDom,3.93
Neg,scorn,afinn,-2
Neg,scorn,anewPleas,2.84
Neg,scorn,anewAro,5.48
Neg,scorn,anewDom,3.93
Neg,scorn,afinn,-2
Neg,scorn,anewPleas,2.84
Joy,staff,Dal_Pleas,2.1111
Joy,staff,Dal_Activ,2
Joy,staff,Dal_Imag,2.4
Pos,staff,Dal_Pleas,2.1111
Pos,staff,Dal_Activ,2
Pos,staff,Dal_Imag,2.4
Joy,television,Dal_Pleas,2.375
Joy,television,Dal_Activ,2.6667
Joy,television,Dal_Imag,3
Joy,vocal,Dal_Pleas,2.2
Joy,vocal,Dal_Activ,2
Joy,vocal,Dal_Imag,1.8
Pos,worked,Dal_Pleas,1.5714
Pos,worked,Dal_Activ,1.6667
Pos,worked,Dal_Imag,1.2
Pos,achieve,Dal_Pleas,2.8889
Pos,achieve,Dal_Activ,2.8333
Pos,achieve,Dal_Imag,2
Joy,achieve,Dal_Pleas,2.8889
Joy,achieve,Dal_Activ,2.8333
Joy,achieve,Dal_Imag,2
Joy,achieve,Dal_Pleas,2.8889
Joy,achieve,Dal_Activ,2.8333
Joy,achieve,Dal_Imag,2
Trust,achieve,Dal_Pleas,2.8889
Trust,achieve,Dal_Activ,2.8333
Trust,achieve,Dal_Imag,2
Neg,bloc,Dal_Pleas,1.5
Neg,bloc,Dal_Activ,1.375
Neg,bloc,Dal_Imag,1.8
Pos,coin,anewAro,4.29
Pos,coin,Dal_Pleas,2
Pos,coin,anewDom,5.66
Pos,coin,Dal_Activ,1.2222
Pos,coin,anewPleas,6.02
Pos,coin,Dal_Imag,2.8
Fear,decay,anewAro,4.44
Fear,decay,Dal_Pleas,1.5
Fear,decay,anewDom,3.63
Fear,decay,Dal_Activ,1.8889
Fear,decay,anewPleas,2.68
Fear,decay,Dal_Imag,2.6
Neg,decay,anewAro,4.44
Neg,decay,Dal_Pleas,1.5
Neg,decay,anewDom,3.63
Neg,decay,Dal_Activ,1.8889
Neg,decay,anewPleas,2.68
Neg,decay,Dal_Imag,2.6
Neg,decay,anewAro,4.44
Neg,decay,Dal_Pleas,1.5
Neg,decay,anewDom,3.63
Neg,decay,Dal_Activ,1.8889
Neg,decay,anewPleas,2.68
Neg,decay,Dal_Imag,2.6
Neg,decay,anewAro,4.44
Neg,decay,Dal_Pleas,1.5
Neg,decay,anewDom,3.63
Neg,decay,Dal_Activ,1.8889
Neg,decay,anewPleas,2.68
Neg,decay,Dal_Imag,2.6
Sadness,decay,anewAro,4.44
Sadness,decay,Dal_Pleas,1.5
Sadness,decay,anewDom,3.63
Sadness,decay,Dal_Activ,1.8889
Sadness,decay,anewPleas,2.68
Sadness,decay,Dal_Imag,2.6
Sadness,disaster,anewAro,6.33
Sadness,disaster,Dal_Pleas,1.3333
Sadness,disaster,anewDom,3.52
Sadness,disaster,afinn,-2
Sadness,disaster,Dal_Activ,2.5
Sadness,disaster,anewPleas,1.73
Sadness,disaster,Dal_Imag,2.8
Anger,disaster,anewAro,6.33
Anger,disaster,Dal_Pleas,1.3333
Anger,disaster,anewDom,3.52
Anger,disaster,afinn,-2
Anger,disaster,Dal_Activ,2.5
Anger,disaster,anewPleas,1.73
Anger,disaster,Dal_Imag,2.8
Surprise,disaster,anewAro,6.33
Surprise,disaster,Dal_Pleas,1.3333
Surprise,disaster,anewDom,3.52
Surprise,disaster,afinn,-2
Surprise,disaster,Dal_Activ,2.5
Surprise,disaster,anewPleas,1.73
Surprise,disaster,Dal_Imag,2.8
Disgust-Hate,disaster,anewAro,6.33
Disgust-Hate,disaster,Dal_Pleas,1.3333
Disgust-Hate,disaster,anewDom,3.52
Disgust-Hate,disaster,afinn,-2
Disgust-Hate,disaster,Dal_Activ,2.5
Disgust-Hate,disaster,anewPleas,1.73
Disgust-Hate,disaster,Dal_Imag,2.8
Fear,disaster,anewAro,6.33
Fear,disaster,Dal_Pleas,1.3333
Fear,disaster,anewDom,3.52
Fear,disaster,afinn,-2
Fear,disaster,Dal_Activ,2.5
Fear,disaster,anewPleas,1.73
Fear,disaster,Dal_Imag,2.8
Neg,disaster,anewAro,6.33
Neg,disaster,Dal_Pleas,1.3333
Neg,disaster,anewDom,3.52
Neg,disaster,afinn,-2
Neg,disaster,Dal_Activ,2.5
Neg,disaster,anewPleas,1.73
Neg,disaster,Dal_Imag,2.8
Neg,disaster,anewAro,6.33
Neg,disaster,Dal_Pleas,1.3333
Neg,disaster,anewDom,3.52
Neg,disaster,afinn,-2
Neg,disaster,Dal_Activ,2.5
Neg,disaster,anewPleas,1.73
Neg,disaster,Dal_Imag,2.8
Neg,disaster,anewAro,6.33
Neg,disaster,Dal_Pleas,1.3333
Neg,disaster,anewDom,3.52
Neg,disaster,afinn,-2
Neg,disaster,Dal_Activ,2.5
Neg,disaster,anewPleas,1.73
Neg,disaster,Dal_Imag,2.8
Trust,doctrine,Dal_Pleas,1.5
Trust,doctrine,Dal_Activ,1.75
Trust,doctrine,Dal_Imag,1.6
Pos,dung,Dal_Pleas,1.5
Pos,dung,Dal_Activ,1.6
Pos,dung,Dal_Imag,2.2
Disgust-Hate,dung,Dal_Pleas,1.5
Disgust-Hate,dung,Dal_Activ,1.6
Disgust-Hate,dung,Dal_Imag,2.2
Anticipation,emancipation,Dal_Pleas,2.375
Anticipation,emancipation,Dal_Activ,1.8889
Anticipation,emancipation,Dal_Imag,1.2
Joy,emancipation,Dal_Pleas,2.375
Joy,emancipation,Dal_Activ,1.8889
Joy,emancipation,Dal_Imag,1.2
Joy,emancipation,Dal_Pleas,2.375
Joy,emancipation,Dal_Activ,1.8889
Joy,emancipation,Dal_Imag,1.2
Pos,enrapture,afinn,3
Pos,equal,Dal_Pleas,2.3333
Pos,equal,Dal_Activ,1.5
Pos,equal,Dal_Imag,2.4
Joy,equal,Dal_Pleas,2.3333
Joy,equal,Dal_Activ,1.5
Joy,equal,Dal_Imag,2.4
Joy,evaluation,Dal_Pleas,1.8889
Joy,evaluation,Dal_Activ,2.3
Joy,evaluation,Dal_Imag,2.4
Joy,explain,Dal_Pleas,1.875
Joy,explain,Dal_Activ,2.3333
Joy,explain,Dal_Imag,1.4
Pos,explain,Dal_Pleas,1.875
Pos,explain,Dal_Activ,2.3333
Pos,explain,Dal_Imag,1.4
Trust,explain,Dal_Pleas,1.875
Trust,explain,Dal_Activ,2.3333
Trust,explain,Dal_Imag,1.4
Anger,frustrate,afinn,-2
Disgust-Hate,frustrate,afinn,-2
Sadness,frustrate,afinn,-2
Neg,frustrate,afinn,-2
Sadness,futile,afinn,2
Neg,futile,afinn,2
Joy,growth,Dal_Pleas,2.3333
Joy,growth,afinn,2
Joy,growth,Dal_Activ,2.5556
Joy,growth,Dal_Imag,1.8
Neg,haunt,anewAro,6.60
Neg,haunt,anewDom,3.72
Neg,haunt,afinn,-1
Neg,haunt,anewPleas,3.48
Neg,haunt,anewAro,6.60
Neg,haunt,anewDom,3.72
Neg,haunt,afinn,-1
Neg,haunt,anewPleas,3.48
Fear,haunt,anewAro,6.60
Fear,haunt,anewDom,3.72
Fear,haunt,afinn,-1
Fear,haunt,anewPleas,3.48
Like-Love,heated,Dal_Pleas,2.3
Like-Love,heated,Dal_Activ,2.4
Like-Love,heated,Dal_Imag,1.4
Neg,lies,Dal_Pleas,1.3333
Neg,lies,Dal_Activ,1.7
Neg,lies,Dal_Imag,1.4
Neg,lies,Dal_Pleas,1.3333
Neg,lies,Dal_Activ,1.7
Neg,lies,Dal_Imag,1.4
Pos,map,anewAro,4.07
Pos,map,Dal_Pleas,2
Pos,map,anewDom,5.28
Pos,map,Dal_Activ,1.5385
Pos,map,anewPleas,5.14
Pos,map,Dal_Imag,2.8
Joy,muscular,anewAro,5.47
Joy,muscular,Dal_Pleas,2.625
Joy,muscular,anewDom,6.58
Joy,muscular,Dal_Activ,2.875
Joy,muscular,anewPleas,6.82
Joy,muscular,Dal_Imag,3
Joy,plane,anewAro,6.14
Joy,plane,Dal_Pleas,1.5556
Joy,plane,anewDom,4.78
Joy,plane,Dal_Activ,2.1111
Joy,plane,anewPleas,6.43
Joy,plane,Dal_Imag,2.6
Pos,sail,Dal_Pleas,2
Pos,sail,Dal_Activ,2.2857
Pos,sail,Dal_Imag,2.8
Fear,watch,anewAro,4.10
Fear,watch,Dal_Pleas,2.125
Fear,watch,anewDom,5.37
Fear,watch,Dal_Activ,1.7143
Fear,watch,anewPleas,5.78
Fear,watch,Dal_Imag,2.8
Anticipation,watch,anewAro,4.10
Anticipation,watch,Dal_Pleas,2.125
Anticipation,watch,anewDom,5.37
Anticipation,watch,Dal_Activ,1.7143
Anticipation,watch,anewPleas,5.78
Anticipation,watch,Dal_Imag,2.8
Pos,watch,anewAro,4.10
Pos,watch,Dal_Pleas,2.125
Pos,watch,anewDom,5.37
