disgust-hate,😅,:sweat_smile:,&#x1f605;,14
disgust-hate,🍝,:spaghetti:,&#x1f35d;,2
trust,🍻,:beers:,&#x1f37b;,53
trust,😆,:laughing:,&#x1f606;,117
trust,^-^,^-^,^-^,28
trust,😰,:cold_sweat:,&#x1f630;,21
trust,🔺,:small_red_triangle:,&#x1f53a;,1
trust,🔭,:telescope:,&#x1f52d;,2
anticipation,😒,:unamused:,&#x1f612;,257
anticipation,😏,:smirk:,&#x1f60f;,89
anticipation,💏,:couplekiss:,&#x1f48f;,5
surprise,😘,:kissing_heart:,&#x1f618;,241
surprise,💕,:two_hearts:,&#x1f495;,10
surprise,🐠,:tropical_fish:,&#x1f420;,2
surprise,🆗,:ok:,&#x1f197;,1
sadness,:(,:(,:(,23941
sadness,☃,:snowman_with_snow:,&#x2603;,1
anger,📖,:book:,&#x1f4d6;,4
anger,⛅,:partly_sunny:,&#x26c5;,2
fear,💥,:boom:,&#x1f4a5;,6
disgust-hate,😖,:confounded:,&#x1f616;,3344
disgust-hate,⬅,:arrow_left:,&#x2b05;,5
disgust-hate,📱,:iphone:,&#x1f4f1;,8
disgust-hate,📚,:books:,&#x1f4da;,3
joy,😴,:sleeping:,&#x1f634;,57
joy,💞,:revolving_hearts:,&#x1f49e;,16
joy,🙆,:ok_woman:,&#x1f646;,3
trust,💙,:blue_heart:,&#x1f499;,4033
trust,👹,:japanese_ogre:,&#x1f479;,2
anticipation,🙈,:see_no_evil:,&#x1f648;,10
anticipation,👆,:point_up_2:,&#x1f446;,1
surprise,🌠,:stars:,&#x1f320;,1
surprise,✈,:airplane:,&#x2708;,9
sadness,👸,:princess:,&#x1f478;,4
sadness,📱,:iphone:,&#x1f4f1;,5
sadness,🎱,:8ball:,&#x1f3b1;,2
sadness,💆,:massage:,&#x1f486;,2
sadness,🐋,:whale2:,&#x1f40b;,1
anger,⚡,:zap:,&#x26a1;,3
anger,💎,:gem:,&#x1f48e;,1
fear,🇯🇵,:jp:,&#x1f1ef;&#x1f1f5;,1
joy,:),:),:),21407
joy,🙌,:raised_hands:,&#x1f64c;,39
trust,👏,:clap:,&#x1f44f;,92
trust,👄,:lips:,&#x1f444;,11
trust,💬,:speech_balloon:,&#x1f4ac;,2
anticipation,🙌,:raised_hands:,&#x1f64c;,8
anticipation,🐺,:wolf:,&#x1f43a;,1
surprise,👓,:eyeglasses:,&#x1f453;,2
sadness,:'-(,:'-(,:'-(,2
sadness,💧,:droplet:,&#x1f4a7;,1
sadness,☔,:umbrella:,&#x2614;,4
sadness,🇬🇧,:gb:,&#x1f1ec;&#x1f1e7;,2
sadness,🌀,:cyclone:,&#x1f300;,1
anger,🐜,:ant:,&#x1f41c;,1
disgust-hate,:'),:'),:'),10
disgust-hate,👮,:cop:,&#x1f46e;,3
disgust-hate,🌘,:waning_crescent_moon:,&#x1f318;,1
surprise,⛄,:snowman:,&#x26c4;,2
surprise,🍗,:poultry_leg:,&#x1f357;,8
surprise,👄,:lips:,&#x1f444;,2
sadness,🏆,:trophy:,&#x1f3c6;,1
anger,🍺,:beer:,&#x1f37a;,5
fear,😃,:smiley:,&#x1f603;,692
fear,💶,:euro:,&#x1f4b6;,1
fear,🍖,:meat_on_bone:,&#x1f356;,1
disgust-hate,🐹,:hamster:,&#x1f439;,1
disgust-hate,🚖,:oncoming_taxi:,&#x1f696;,1
disgust-hate,✳,:eight_spoked_asterisk:,&#x2733;,1
trust,🍦,:icecream:,&#x1f366;,9
trust,🌃,:night_with_stars:,&#x1f303;,8
anticipation,✌,:v:,&#x270c;,49
anticipation,🙅,:no_good:,&#x1f645;,4
surprise,🔦,:flashlight:,&#x1f526;,1
anger,🎄,:christmas_tree:,&#x1f384;,7
fear,📷,:camera:,&#x1f4f7;,14
fear,📱,:iphone:,&#x1f4f1;,10
disgust-hate,😰,:cold_sweat:,&#x1f630;,57
disgust-hate,💑,:couple_with_heart:,&#x1f491;,2
disgust-hate,👂,:ear:,&#x1f442;,2
joy,:-),:-),:-),3784
joy,💁,:information_desk_person:,&#x1f481;,45
trust,💄,:lipstick:,&#x1f484;,31
trust,♦,:diamonds:,&#x2666;,1
surprise,😰,:cold_sweat:,&#x1f630;,128
sadness,🏀,:basketball:,&#x1f3c0;,23
sadness,❗,:exclamation:,&#x2757;,2
sadness,❌,:x:,&#x274c;,5
anger,💜,:purple_heart:,&#x1f49c;,16
anger,⚽,:soccer:,&#x26bd;,6
fear,:),:),:),680
fear,☁,:cloud:,&#x2601;,2
fear,🎸,:guitar:,&#x1f3b8;,1
joy,💖,:sparkling_heart:,&#x1f496;,52
joy,8),8),8),12
joy,🍗,:poultry_leg:,&#x1f357;,4
joy,💨,:dash:,&#x1f4a8;,27
joy,🍊,:tangerine:,&#x1f34a;,1
joy,👲,:man_with_gua_pi_mao:,&#x1f472;,1
trust,💕,:two_hearts:,&#x1f495;,183
anticipation,^^,^^,^^,3
anticipation,👷,:construction_worker:,&#x1f477;,2
anticipation,🌄,:sunrise_over_mountains:,&#x1f304;,1
surprise,😮,:open_mouth:,&#x1f62e;,3028
surprise,😲,:astonished:,&#x1f632;,4500
surprise,🚨,:rotating_light:,&#x1f6a8;,1
sadness,🍜,:ramen:,&#x1f35c;,1
sadness,🎬,:clapper:,&#x1f3ac;,3
sadness,🎮,:video_game:,&#x1f3ae;,4
anger,🔂,:repeat_one:,&#x1f502;,1
fear,😕,:confused:,&#x1f615;,205
fear,🔩,:nut_and_bolt:,&#x1f529;,1
disgust-hate,❓,:question:,&#x2753;,1
disgust-hate,🌌,:milky_way:,&#x1f30c;,1
joy,🐩,:poodle:,&#x1f429;,4
joy,😯,:hushed:,&#x1f62f;,9
trust,❄,:snowflake:,&#x2744;,33
surprise,😌,:relieved:,&#x1f60c;,46
sadness,😵,:dizzy_face:,&#x1f635;,80
sadness,💵,:dollar:,&#x1f4b5;,2
sadness,👮,:cop:,&#x1f46e;,1
sadness,🐄,:cow2:,&#x1f404;,3
anger,😔,:pensive:,&#x1f614;,1480
anger,👪,:family:,&#x1f46a;,1
fear,😀,:grinning:,&#x1f600;,379
fear,🔙,:back:,&#x1f519;,1
fear,🏄,:surfer:,&#x1f3c4;,2
fear,🐲,:dragon_face:,&#x1f432;,1
disgust-hate,🏃,:runner:,&#x1f3c3;,5
disgust-hate,💳,:credit_card:,&#x1f4b3;,3
joy,✌,:v:,&#x270c;,165
trust,👅,:tongue:,&#x1f445;,14
trust,🏃,:runner:,&#x1f3c3;,10
trust,👧,:girl:,&#x1f467;,3
trust,🚒,:fire_engine:,&#x1f692;,1
surprise,👯,:dancers:,&#x1f46f;,4
surprise,🙎,:person_with_pouting_face:,&#x1f64e;,5
surprise,🐛,:bug:,&#x1f41b;,3
sadness,💭,:thought_balloon:,&#x1f4ad;,3
anger,😋,:yum:,&#x1f60b;,47
anger,🔦,:flashlight:,&#x1f526;,3
fear,🌺,:hibiscus:,&#x1f33a;,4
fear,🍤,:fried_shrimp:,&#x1f364;,1
disgust-hate,💡,:bulb:,&#x1f4a1;,2
disgust-hate,✨,:sparkles:,&#x2728;,8
trust,👰,:bride_with_veil:,&#x1f470;,20
trust,⬆,:arrow_up:,&#x2b06;,4
anticipation,🙏,:pray:,&#x1f64f;,27
anticipation,💩,:hankey:,&#x1f4a9;,6
surprise,😣,:persevere:,&#x1f623;,156
surprise,➡,:arrow_right:,&#x27a1;,7
surprise,😓,:sweat:,&#x1f613;,56
anger,🚍,:oncoming_bus:,&#x1f68d;,2
anger,🙇,:bow:,&#x1f647;,4
fear,🙏,:pray:,&#x1f64f;,203
disgust-hate,🏡,:house_with_garden:,&#x1f3e1;,2
disgust-hate,🍪,:cookie:,&#x1f36a;,8
disgust-hate,📕,:closed_book:,&#x1f4d5;,1
disgust-hate,🌴,:palm_tree:,&#x1f334;,1
joy,🐚,:shell:,&#x1f41a;,1
anticipation,👳,:man_with_turban:,&#x1f473;,1
surprise,👻,:ghost:,&#x1f47b;,9
surprise,🌕,:full_moon:,&#x1f315;,2
surprise,🚉,:station:,&#x1f689;,1
sadness,😥,:disappointed_relieved:,&#x1f625;,1742
sadness,😐,:neutral_face:,&#x1f610;,98
sadness,.-.,.-.,.-.,5
anger,💢,:anger:,&#x1f4a2;,10
anger,💁,:information_desk_person:,&#x1f481;,12
anger,🐓,:rooster:,&#x1f413;,1
anger,🌎,:earth_americas:,&#x1f30e;,1
fear,🎁,:gift:,&#x1f381;,7
fear,🐘,:elephant:,&#x1f418;,5
fear,🐅,:tiger2:,&#x1f405;,2
disgust-hate,🗽,:statue_of_liberty:,&#x1f5fd;,2
joy,:],:],:],146
joy,🛀,:bath:,&#x1f6c0;,2
joy,🎃,:jack_o_lantern:,&#x1f383;,2
joy,🚗,:car:,&#x1f697;,2
anticipation,❄,:snowflake:,&#x2744;,8
anticipation,🐾,:feet:,&#x1f43e;,2
anticipation,👪,:family:,&#x1f46a;,2
surprise,💗,:heartpulse:,&#x1f497;,16
surprise,📵,:no_mobile_phones:,&#x1f4f5;,1
sadness,💚,:green_heart:,&#x1f49a;,88
fear,😭,:sob:,&#x1f62d;,850
fear,🐷,:pig:,&#x1f437;,5
fear,=],=],=],1
disgust-hate,🍻,:beers:,&#x1f37b;,15
disgust-hate,💖,:sparkling_heart:,&#x1f496;,8
joy,🐆,:leopard:,&#x1f406;,2
joy,💢,:anger:,&#x1f4a2;,1
anticipation,:),:),:),1750
anticipation,😶,:no_mouth:,&#x1f636;,99
anticipation,📲,:calling:,&#x1f4f2;,1
anticipation,😋,:yum:,&#x1f60b;,64
anticipation,🔙,:back:,&#x1f519;,1
surprise,😯,:hushed:,&#x1f62f;,2248
surprise,👵,:older_woman:,&#x1f475;,3
surprise,🔋,:battery:,&#x1f50b;,1
sadness,🚙,:blue_car:,&#x1f699;,6
sadness,✅,:white_check_mark:,&#x2705;,3
fear,💛,:yellow_heart:,&#x1f49b;,363
disgust-hate,🔓,:unlock:,&#x1f513;,1
joy,✈,:airplane:,&#x2708;,10
trust,🚀,:rocket:,&#x1f680;,4
surprise,🙍,:person_frowning:,&#x1f64d;,3
sadness,🕠,:clock530:,&#x1f560;,1
anger,🎵,:musical_note:,&#x1f3b5;,2
fear,👓,:eyeglasses:,&#x1f453;,3
fear,🐖,:pig2:,&#x1f416;,2
fear,📕,:closed_book:,&#x1f4d5;,1
fear,📯,:postal_horn:,&#x1f4ef;,1
disgust-hate,🌊,:ocean:,&#x1f30a;,3
joy,🐴,:horse:,&#x1f434;,5
joy,🎢,:roller_coaster:,&#x1f3a2;,2
joy,😖,:confounded:,&#x1f616;,15
joy,🌵,:cactus:,&#x1f335;,2
trust,🍂,:fallen_leaf:,&#x1f342;,6
trust,🅿,:parking:,&#x1f17f;,1
trust,🏂,:snowboarder:,&#x1f3c2;,1
trust,🌌,:milky_way:,&#x1f30c;,1
anticipation,🌆,:city_sunset:,&#x1f306;,1
surprise,💩,:hankey:,&#x1f4a9;,21
surprise,⏰,:alarm_clock:,&#x23f0;,2
anger,✋,:hand:,&#x270b;,288
anger,😽,:kissing_cat:,&#x1f63d;,4
anger,🐈,:cat2:,&#x1f408;,1
fear,😑,:expressionless:,&#x1f611;,254
fear,🐟,:fish:,&#x1f41f;,7
fear,🍇,:grapes:,&#x1f347;,1
fear,🔭,:telescope:,&#x1f52d;,1
joy,😑,:expressionless:,&#x1f611;,23
joy,🌚,:new_moon_with_face:,&#x1f31a;,2
trust,📺,:tv:,&#x1f4fa;,11
trust,🐤,:baby_chick:,&#x1f424;,6
trust,🏥,:hospital:,&#x1f3e5;,3
trust,👣,:footprints:,&#x1f463;,5
surprise,🏫,:school:,&#x1f3eb;,2
surprise,🍩,:doughnut:,&#x1f369;,10
sadness,🗿,:moyai:,&#x1f5ff;,1
anger,🚀,:rocket:,&#x1f680;,2
anger,😚,:kissing_closed_eyes:,&#x1f61a;,5
anger,🙏,:pray:,&#x1f64f;,68
fear,☺,:relaxed:,&#x263a;,1442
fear,🐉,:dragon:,&#x1f409;,2
fear,🔢,:1234:,&#x1f522;,1
disgust-hate,😴,:sleeping:,&#x1f634;,172
disgust-hate,🛀,:bath:,&#x1f6c0;,2
disgust-hate,👲,:man_with_gua_pi_mao:,&#x1f472;,6
disgust-hate,:*,:*,:*,3
joy,=),=),=),490
joy,🎧,:headphones:,&#x1f3a7;,16
trust,💵,:dollar:,&#x1f4b5;,8
anticipation,🌃,:night_with_stars:,&#x1f303;,1
surprise,🙌,:raised_hands:,&#x1f64c;,18
surprise,🌹,:rose:,&#x1f339;,2
surprise,💃,:dancer:,&#x1f483;,2
surprise,🍔,:hamburger:,&#x1f354;,4
sadness,🐤,:baby_chick:,&#x1f424;,1
anger,^.^,^.^,^.^,36
anger,👱,:person_with_blond_hair:,&#x1f471;,1
fear,😌,:relieved:,&#x1f60c;,212
disgust-hate,😾,:pouting_cat:,&#x1f63e;,37
disgust-hate,🎉,:tada:,&#x1f389;,18
joy,👞,:mans_shoe:,&#x1f45e;,1
joy,🐥,:hatched_chick:,&#x1f425;,2
trust,🏰,:european_castle:,&#x1f3f0;,2
surprise,👦,:boy:,&#x1f466;,3
sadness,🍬,:candy:,&#x1f36c;,1
sadness,🙎,:person_with_pouting_face:,&#x1f64e;,1
anger,🏥,:hospital:,&#x1f3e5;,1
fear,😳,:flushed:,&#x1f633;,14475
fear,☀,:sunny:,&#x2600;,59
disgust-hate,👠,:high_heel:,&#x1f460;,5
disgust-hate,🎄,:christmas_tree:,&#x1f384;,3
disgust-hate,💸,:money_with_wings:,&#x1f4b8;,3
disgust-hate,💣,:bomb:,&#x1f4a3;,6
joy,😡,:rage:,&#x1f621;,30
joy,🍬,:candy:,&#x1f36c;,1
trust,💯,:100:,&#x1f4af;,8
trust,🚗,:car:,&#x1f697;,10
anticipation,😅,:sweat_smile:,&#x1f605;,11
anticipation,👛,:purse:,&#x1f45b;,1
surprise,🙊,:speak_no_evil:,&#x1f64a;,60
fear,💒,:wedding:,&#x1f492;,1
disgust-hate,👢,:boot:,&#x1f462;,3
joy,😋,:yum:,&#x1f60b;,1022
joy,🎎,:dolls:,&#x1f38e;,2
joy,⛅,:partly_sunny:,&#x26c5;,1
trust,🙊,:speak_no_evil:,&#x1f64a;,37
trust,🎯,:dart:,&#x1f3af;,1
anticipation,😓,:sweat:,&#x1f613;,59
anticipation,🍷,:wine_glass:,&#x1f377;,1
anticipation,😹,:joy_cat:,&#x1f639;,4
sadness,👰,:bride_with_veil:,&#x1f470;,2
sadness,🍋,:lemon:,&#x1f34b;,1
anger,💬,:speech_balloon:,&#x1f4ac;,3
fear,👶,:baby:,&#x1f476;,35
fear,🎄,:christmas_tree:,&#x1f384;,43
fear,🌈,:rainbow:,&#x1f308;,3
disgust-hate,✈,:airplane:,&#x2708;,10
joy,🌅,:sunrise:,&#x1f305;,2
joy,🌳,:deciduous_tree:,&#x1f333;,2
trust,8),8),8),3
anticipation,;_;,;_;,;_;,1
surprise,😃,:smiley:,&#x1f603;,143
surprise,👽,:alien:,&#x1f47d;,5
surprise,🍵,:tea:,&#x1f375;,2
sadness,❤,:heart:,&#x2764;,598
fear,❤,:heart:,&#x2764;,2856
disgust-hate,👹,:japanese_ogre:,&#x1f479;,4
trust,📝,:memo:,&#x1f4dd;,3
trust,🍤,:fried_shrimp:,&#x1f364;,4
surprise,🐶,:dog:,&#x1f436;,14
surprise,💭,:thought_balloon:,&#x1f4ad;,6
surprise,🍴,:fork_and_knife:,&#x1f374;,10
sadness,🙏,:pray:,&#x1f64f;,114
fear,😮,:open_mouth:,&#x1f62e;,824
fear,😈,:smiling_imp:,&#x1f608;,28
joy,🌍,:earth_africa:,&#x1f30d;,1
joy,🐔,:chicken:,&#x1f414;,1
trust,🌟,:star2:,&#x1f31f;,20
trust,:'),:'),:'),84
trust,💻,:computer:,&#x1f4bb;,1
anticipation,🆔,:id:,&#x1f194;,1
surprise,🙅,:no_good:,&#x1f645;,20
surprise,🌴,:palm_tree:,&#x1f334;,2
surprise,='(,='(,='(,1
sadness,🕚,:clock11:,&#x1f55a;,1
anger,🐢,:turtle:,&#x1f422;,1
anger,:'),:'),:'),7
anger,🐽,:pig_nose:,&#x1f43d;,1
fear,:3,:3,:3,169
fear,⛳,:golf:,&#x26f3;,3
disgust-hate,🍹,:tropical_drink:,&#x1f379;,2
disgust-hate,🎅,:santa:,&#x1f385;,4
disgust-hate,🐒,:monkey:,&#x1f412;,1
disgust-hate,=],=],=],2
disgust-hate,📹,:video_camera:,&#x1f4f9;,1
joy,😲,:astonished:,&#x1f632;,43
joy,🐡,:blowfish:,&#x1f421;,1
joy,🌎,:earth_americas:,&#x1f30e;,5
trust,🐔,:chicken:,&#x1f414;,9
anticipation,☝,:point_up:,&#x261d;,3
anticipation,='(,='(,='(,1
surprise,🚼,:baby_symbol:,&#x1f6bc;,7
sadness,💁,:information_desk_person:,&#x1f481;,9
anger,🐌,:snail:,&#x1f40c;,1
fear,🏆,:trophy:,&#x1f3c6;,14
fear,🚜,:tractor:,&#x1f69c;,1
disgust-hate,🚙,:blue_car:,&#x1f699;,3
disgust-hate,🐻,:bear:,&#x1f43b;,6
disgust-hate,🔆,:high_brightness:,&#x1f506;,1
disgust-hate,🐝,:bee:,&#x1f41d;,2
disgust-hate,🌾,:ear_of_rice:,&#x1f33e;,1
disgust-hate,:],:],:],2
joy,😶,:no_mouth:,&#x1f636;,14
trust,↖,:arrow_upper_left:,&#x2196;,1
trust,💧,:droplet:,&#x1f4a7;,1
trust,👙,:bikini:,&#x1f459;,5
anticipation,👃,:nose:,&#x1f443;,1
surprise,♨,:hotsprings:,&#x2668;,1
sadness,🏡,:house_with_garden:,&#x1f3e1;,7
sadness,💂,:guardsman:,&#x1f482;,3
sadness,🍸,:cocktail:,&#x1f378;,3
anger,💘,:cupid:,&#x1f498;,1
fear,➡,:arrow_right:,&#x27a1;,9
disgust-hate,🍃,:leaves:,&#x1f343;,4
joy,💵,:dollar:,&#x1f4b5;,6
trust,🐯,:tiger:,&#x1f42f;,43
trust,🐷,:pig:,&#x1f437;,3
trust,♍,:virgo:,&#x264d;,1
surprise,✍,:writing:,&#x270d;,7
surprise,🙋,:raising_hand:,&#x1f64b;,6
surprise,🐮,:cow:,&#x1f42e;,1
anger,😢,:cry:,&#x1f622;,400
anger,🐝,:bee:,&#x1f41d;,3
anger,👋,:wave:,&#x1f44b;,37
anger,👵,:older_woman:,&#x1f475;,8
disgust-hate,🐮,:cow:,&#x1f42e;,3
joy,🚲,:bike:,&#x1f6b2;,2
joy,🍹,:tropical_drink:,&#x1f379;,8
joy,📺,:tv:,&#x1f4fa;,5
joy,🎮,:video_game:,&#x1f3ae;,1
joy,👙,:bikini:,&#x1f459;,5
joy,🍓,:strawberry:,&#x1f353;,3
trust,♠,:spades:,&#x2660;,15
trust,😦,:frowning:,&#x1f626;,3
trust,👟,:athletic_shoe:,&#x1f45f;,6
trust,⛽,:fuelpump:,&#x26fd;,2
anticipation,🌎,:earth_americas:,&#x1f30e;,2
anticipation,🐣,:hatching_chick:,&#x1f423;,1
surprise,😴,:sleeping:,&#x1f634;,135
surprise,😒,:unamused:,&#x1f612;,199
surprise,🐁,:mouse2:,&#x1f401;,1
sadness,📲,:calling:,&#x1f4f2;,2
fear,:'(,:'(,:'(,25
fear,🚲,:bike:,&#x1f6b2;,6
fear,🔰,:beginner:,&#x1f530;,1
fear,🕔,:clock5:,&#x1f554;,2
fear,🌻,:sunflower:,&#x1f33b;,1
disgust-hate,😒,:unamused:,&#x1f612;,19173
joy,😛,:stuck_out_tongue:,&#x1f61b;,321
joy,🙋,:raising_hand:,&#x1f64b;,5
joy,🎀,:ribbon:,&#x1f380;,15
joy,🐍,:snake:,&#x1f40d;,1
joy,💫,:dizzy:,&#x1f4ab;,2
joy,💂,:guardsman:,&#x1f482;,5
joy,🚞,:mountain_railway:,&#x1f69e;,1
trust,🍪,:cookie:,&#x1f36a;,13
trust,🎪,:circus_tent:,&#x1f3aa;,1
anticipation,💕,:two_hearts:,&#x1f495;,14
anticipation,👉,:point_right:,&#x1f449;,4
surprise,🆔,:id:,&#x1f194;,1
surprise,🐜,:ant:,&#x1f41c;,2
sadness,👆,:point_up_2:,&#x1f446;,7
sadness,🌍,:earth_africa:,&#x1f30d;,1
fear,🌃,:night_with_stars:,&#x1f303;,5
fear,🚉,:station:,&#x1f689;,3
joy,🎳,:bowling:,&#x1f3b3;,3
joy,🏥,:hospital:,&#x1f3e5;,1
trust,😔,:pensive:,&#x1f614;,135
trust,🐙,:octopus:,&#x1f419;,6
trust,🙇,:bow:,&#x1f647;,2
anticipation,⛅,:partly_sunny:,&#x26c5;,1
surprise,🚗,:car:,&#x1f697;,11
surprise,🔑,:key:,&#x1f511;,1
surprise,📖,:book:,&#x1f4d6;,3
surprise,8),8),8),1
sadness,😟,:worried:,&#x1f61f;,114
anger,😫,:tired_face:,&#x1f62b;,302
anger,🐶,:dog:,&#x1f436;,19
anger,🍣,:sushi:,&#x1f363;,2
fear,⏰,:alarm_clock:,&#x23f0;,2
fear,🛀,:bath:,&#x1f6c0;,12
disgust-hate,🐌,:snail:,&#x1f40c;,2
disgust-hate,.-.,.-.,.-.,24
disgust-hate,🏢,:office:,&#x1f3e2;,1
joy,😊,:blush:,&#x1f60a;,916
joy,👗,:dress:,&#x1f457;,1
trust,◼,:black_medium_square:,&#x25fc;,2
anticipation,👅,:tongue:,&#x1f445;,4
surprise,😭,:sob:,&#x1f62d;,454
surprise,:-(,:-(,:-(,15
surprise,❗,:exclamation:,&#x2757;,3
surprise,:^),:^),:^),1
sadness,👣,:footprints:,&#x1f463;,3
sadness,🌞,:sun_with_face:,&#x1f31e;,1
anger,🙀,:scream_cat:,&#x1f640;,16
anger,🏠,:house:,&#x1f3e0;,3
anger,😿,:crying_cat_face:,&#x1f63f;,11
anger,📴,:mobile_phone_off:,&#x1f4f4;,1
fear,🐳,:whale:,&#x1f433;,1
disgust-hate,🇺🇸,:us:,&#x1f1fa;&#x1f1f8;,4
disgust-hate,🐣,:hatching_chick:,&#x1f423;,2
disgust-hate,🍟,:fries:,&#x1f35f;,1
joy,🙇,:bow:,&#x1f647;,1
joy,🏰,:european_castle:,&#x1f3f0;,1
joy,🍤,:fried_shrimp:,&#x1f364;,2
joy,👱,:person_with_blond_hair:,&#x1f471;,3
joy,🌃,:night_with_stars:,&#x1f303;,2
trust,😃,:smiley:,&#x1f603;,532
trust,🌵,:cactus:,&#x1f335;,7
trust,⚫,:black_circle:,&#x26ab;,5
trust,🐟,:fish:,&#x1f41f;,4
anticipation,😣,:persevere:,&#x1f623;,105
anticipation,😤,:triumph:,&#x1f624;,27
anticipation,👍,:+1:,&#x1f44d;,132
sadness,🍦,:icecream:,&#x1f366;,5
sadness,👼,:angel:,&#x1f47c;,6
anger,™,:tm:,&#x2122;,3
fear,👎,:-1:,&#x1f44e;,151
fear,🚒,:fire_engine:,&#x1f692;,1
fear,🌱,:seedling:,&#x1f331;,1
disgust-hate,:{,:{,:{,1
disgust-hate,🚌,:bus:,&#x1f68c;,3
joy,🎣,:fishing_pole_and_fish:,&#x1f3a3;,1
joy,⛺,:tent:,&#x26fa;,1
trust,👸,:princess:,&#x1f478;,31
trust,👨,:man:,&#x1f468;,11
trust,💉,:syringe:,&#x1f489;,4
anticipation,💢,:anger:,&#x1f4a2;,2
surprise,🔫,:gun:,&#x1f52b;,852
surprise,😑,:expressionless:,&#x1f611;,351
surprise,🐴,:horse:,&#x1f434;,1
surprise,⬇,:arrow_down:,&#x2b07;,2
sadness,😦,:frowning:,&#x1f626;,271
sadness,😬,:grimacing:,&#x1f62c;,41
sadness,☀,:sunny:,&#x2600;,7
anger,☁,:cloud:,&#x2601;,3
anger,💍,:ring:,&#x1f48d;,1
anger,😙,:kissing_smiling_eyes:,&#x1f619;,1
fear,👴,:older_man:,&#x1f474;,3
disgust-hate,💀,:skull:,&#x1f480;,13
disgust-hate,🇮🇹,:it:,&#x1f1ee;&#x1f1f9;,3
disgust-hate,🚇,:metro:,&#x1f687;,1
joy,🐊,:crocodile:,&#x1f40a;,5
